	Unnamed: 0	index	scenario_id	compound_id	compound_name	smiles	canonicalize_smiles	halflife	halflife_unit	halflife_model	halflife_comment	rateconstant	rateconstant_unit	rateconstant_comment	reaction_order	acidity	acidity_unit	temperature	temperature_unit	original_sludge_amount	original_sludge_amount_unit	sludge_retention_time	sludge_retention_time_unit	sludge_retention_time_type	total_suspended_solids_concentration_start	total_suspended_solids_concentration_end	total_suspended_solids_concentration_unit	addition_of_nutrients	biological_treatment_technology	bioreactor_type	bioreactor_value	bioreactor_value_unit	nitrogen_content_type	nitrogen_content_influent	oxygen_demand_type	oxygen_demand_value	oxygen_uptake_rate	oxygen_uptake_rate_unit	phosphorus_content	redox	source_of_liquid_matrix	type_of_addition	type_of_aeration	inoculum_source	location	purpose_of_wwtp	k_combined	k_biomass_corrected	hl_combined	hl_biomass_corrected	log_k_combined	log_k_biomass_corrected	log_hl_combined	log_hl_biomass_corrected	hl_log_mean	hl_log_median	hl_log_gmean	hl_log_std	biomass_hl_log_mean	biomass_hl_log_median	biomass_hl_log_gmean	biomass_hl_log_std
10	10	11	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/92483749-8ff0-404e-81cf-e4271e12fb9b	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/4af77772-2357-4f4f-ba05-4ec351ed63a3/structure/2d049a40-4801-48ce-9e78-e814eceade30	17alpha-ethynylestradiol (EE2)	C#C[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=CC=C4[C@H]3CC[C@@]21C)O)O	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C					0.204	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				0.7	0.7	g/L	Allylthiourea as inhibitor of ammonia oxidation	nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	0.204	0.1427999999999999	3.3977802968624773	4.853971852660682	-0.6903698325741012	-0.8452717925598444	0.5311952936192397	0.6860972536049829	0.0458345587646282	-0.0834538250167432	0.0458345587646281	0.3554706027780789	-0.19010729734611564	-0.5148175891757306	-0.19010729734611564	0.6264495474687604
11	11	12	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/bec643d4-8f4b-4ba2-9cf5-01cd2773bd0a	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/4af77772-2357-4f4f-ba05-4ec351ed63a3/structure/2d049a40-4801-48ce-9e78-e814eceade30	17alpha-ethynylestradiol (EE2)	C#C[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=CC=C4[C@H]3CC[C@@]21C)O)O	C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C					1.416	1 / day	no comment	First order	7.8	pH	30.0	℃	100.0	mL				2.7	2.7	g/L		nitrification	Erlemeyer flasks	200.0	mL								aerob	mineral salt medium [(NH4)2SO4, 6.6 g/L; KH2PO4, 1.36 g/L; MgSO4*7H2O, 2.46 g/L; NaCl, 2.92 g/L; CaCO3, 1.0 g/L and EDTA-Fe, 6mg/L]	spiking in solvent	shaking	nitrifiying activated sludge form nitrification tank	Tokyo, Japan	other	1.416	3.8232	0.4895107207344246	0.1813002669386758	0.1510632533537501	0.5824270175127375	-0.3102377923086118	-0.7416015564675992	0.0458345587646282	-0.0834538250167432	0.0458345587646281	0.3554706027780789	-0.19010729734611564	-0.5148175891757306	-0.19010729734611564	0.6264495474687604
12	12	13	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/1ba1e5b7-cb73-4f8c-923f-08f57b6d9713	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b7c54076-544f-436f-839b-5bd9e310a150/structure/ef666eff-d46e-46d2-8229-69b6d2ab6059	Acesulfame	CC1=CC(=O)[N-]S(=O)(=O)O1	CC1=CC(=O)NS(=O)(=O)O1					1.45	L / (g TSS * day)	standard deviation: 0.20	Pseudo first order	7.0	pH	25.0	℃			12.0	d	sludge retention time	1.9	1.9	g/L		nitrification & denitrification	amber glass bottle	500.0	mL								aerob	Effluent WWTP		stirring	nitrification basin	WWTP of Koblenz (Germany)	municipal WW	0.7631578947368421	1.45	0.9082618228026867	0.4780325383172036	-0.117385598717854	0.1613680022349748	-0.0417889402370075	-0.3205425411898365	-0.1763710272331938	-0.0372491113110483		0.2724601816242422	-0.4927076008363288	-0.3205425411898365	-0.49270760083632886	0.24382405706503713
13	13	14	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/a119c714-3acf-42a7-bfa6-1e0f4be74586	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b7c54076-544f-436f-839b-5bd9e310a150/structure/ef666eff-d46e-46d2-8229-69b6d2ab6059	Acesulfame	CC1=CC(=O)[N-]S(=O)(=O)O1	CC1=CC(=O)NS(=O)(=O)O1					1.42	L / (g TSS * day)	standard deviation: 0.17	Pseudo first order	7.0	pH	25.0	℃			12.0	d	sludge retention time	1.9	1.9	g/L	addition of 20mg/L NH4-N	nitrification & denitrification	amber glass bottle	500.0	mL								aerob	Effluent WWTP		stirring	nitrification basin	WWTP of Koblenz (Germany)	municipal WW	0.7473684210526316	1.42	0.9274504528618986	0.4881318172957361	-0.1264652565697724	0.1522883443830564	-0.0327092823850891	-0.3114628833379181	-0.1763710272331938	-0.0372491113110483		0.2724601816242422	-0.4927076008363288	-0.3205425411898365	-0.49270760083632886	0.24382405706503713
14	14	15	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f8c79be8-3287-4b4c-8ff5-097d12e86422	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b7c54076-544f-436f-839b-5bd9e310a150/structure/ef666eff-d46e-46d2-8229-69b6d2ab6059	Acesulfame	CC1=CC(=O)[N-]S(=O)(=O)O1	CC1=CC(=O)NS(=O)(=O)O1					3.53	L / (g TSS * day)	standard deviation: 0.09	Pseudo first order			25.0	℃			12.0	d	sludge retention time				addition of 200mg/L NO3-N	nitrification & denitrification	amber glass bottle	500.0	mL								nitrate-reducing	Effluent WWTP		stirring	nitrification basin	WWTP of Koblenz (Germany)	municipal WW		3.53		0.196358974662874		0.5477747053878226		-0.7069492443426841	-0.1763710272331938	-0.0372491113110483		0.2724601816242422	-0.4927076008363288	-0.3205425411898365	-0.49270760083632886	0.24382405706503713
15	15	16	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/e2c61ba7-4d3c-4734-95b1-98d710e2f98e	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b7c54076-544f-436f-839b-5bd9e310a150/structure/ef666eff-d46e-46d2-8229-69b6d2ab6059	Acesulfame	CC1=CC(=O)[N-]S(=O)(=O)O1	CC1=CC(=O)NS(=O)(=O)O1					1.27	L / (g TSS * day)	standard deviation: 0.07	Pseudo first order	7.0	pH	25.0	℃			12.0	d	sludge retention time	1.9	1.9	g/L	addition of 15.3mg/L NH4-N	nitrification & denitrification	amber glass bottle	500.0	mL								aerob	Influent WWTP		stirring	nitrification basin	WWTP of Koblenz (Germany)	municipal WW	0.668421052631579	1.27	1.0369918449322015	0.5457851815432639	-0.174949879996872	0.1038037209559568	0.0157753410420104	-0.2629782599108185	-0.1763710272331938	-0.0372491113110483		0.2724601816242422	-0.4927076008363288	-0.3205425411898365	-0.49270760083632886	0.24382405706503713
16	16	17	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/3cdbe39a-20f9-464d-afb4-bed23075f760	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b7c54076-544f-436f-839b-5bd9e310a150/structure/ef666eff-d46e-46d2-8229-69b6d2ab6059	Acesulfame	CC1=CC(=O)[N-]S(=O)(=O)O1	CC1=CC(=O)NS(=O)(=O)O1					5.04	L / (g TSS * day)	standard deviation: 0.12	Pseudo first order	7.0	pH	25.0	℃			12.0	d	sludge retention time	1.64	1.64	g/L		nitrification & denitrification	amber glass bottle	500.0	mL								aerob	Effluent WWTP		stirring	nitrification basin	WWTP of Koblenz (Germany)	municipal WW	3.073170731707317	5.04	0.2255478920869663	0.1375292024920526	0.4875866883978274	0.7024305364455253	-0.646761227352689	-0.8616050754003869	-0.1763710272331938	-0.0372491113110483		0.2724601816242422	-0.4927076008363288	-0.3205425411898365	-0.49270760083632886	0.24382405706503713
17	17	18	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/c9413c34-d449-46c9-a7f5-ed9f3fd21c4f	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/9c098f0a-18ff-4275-ab86-bce23ff03d52/structure/dede33ef-5141-4714-ae9a-e9cf8f71d608	Acyclovir	C(COCN1C=NC2=C1NC(=NC2=O)N)O	Nc1nc(=O)c2ncn(COCCO)c2[nH]1	0.22	d		no comment	4.9	L / (g TSS * day)	standard deviation = 0.1, r2 = 0.999	Pseudo first order	7.0	pH	22.0	℃	200.0	mL	11.0	d	sludge retention time	0.4	0.4	g/L		nitrification & denitrification	amber glass bottle	1000.0	mL								aerob	WWTP effluent	spiking in solvent	bubbling air and stirring	nitrification zone of activated sludge unit		municipal WW	12.25	4.9	0.22	0.5499999999999999	1.0881360887005511	0.6901960800285137	-0.6575773191777937	-0.2596373105057562	-0.6575773191777937	-0.6575773191777937	-0.6575773191777937	0.0	-0.2596373105057562	-0.2596373105057562	-0.2596373105057562	0.0
18	18	19	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/8525f7f9-4541-4dfa-aba3-b84f533b17be	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/608dd5f6-0a7b-45d8-8034-1951618a6e78/structure/3d95fc46-7719-4eaf-a013-e05c1f1eeb06	Alachlor	CCC1=CC=CC(=C1N(CCOC)C(=O)CCl)CC	CCc1cccc(CC)c1N(CCOC)C(=O)CCl					2.68	1 / day	r2 = 0.99	First order	8.0	pH			100.0	mL	25.0	d	sludge age	2.5	2.2	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottles	250.0	mL						mg/(L * h)		aerob	liquid phase of the activated sludge sample	spiking in solvent	shaking	activated sludge from nitrification basin	WWTP Duebendorf, Switzerland	mixed WW (municipal & industrial)	2.68	6.7	0.2586370076716213	0.1034548030686485	0.4281347940287888	0.8260748027008264	-0.5873093329836505	-0.985249341655688	-0.5873093329836505	-0.5873093329836505	-0.5873093329836506	0.0	-0.985249341655688	-0.985249341655688	-0.9852493416556882	0.0
19	19	20	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/3009a5ec-4946-48fb-967f-a0c8be940511	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					0.99	L / (g TSS * day)	90% credibility interval: 0.77, 1.4	Pseudo first order	7.1	pH	23.0	℃	50.0	mL	25.0	d	sludge age	1.9	2.5	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.5210526315789474	0.99	1.330282467741309	0.7001486672322679	-0.283118406355279	-0.00436480540245	0.1239438674004173	-0.1548097335524115	-0.269163137898279	-0.3622223699498235	-0.269163137898279	0.8393355281768611	-0.8601864052981253	-0.7142976283697231	-0.8601864052981264	0.9133201496108547
20	20	21	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/41b9b96d-2eeb-446d-899e-1e35f313fd7c	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					0.33	L / (g TSS * day)	90% credibility interval: 0.29, 0.41	Pseudo first order	6.3	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.0	2.1	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.165	0.33	4.200892003393608	2.100446001696804	-0.7825160557860937	-0.4814860601221125	0.6233415168312321	0.3223115211672509	-0.269163137898279	-0.3622223699498235	-0.269163137898279	0.8393355281768611	-0.8601864052981253	-0.7142976283697231	-0.8601864052981264	0.9133201496108547
